,Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
8961,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2001,December,12/01/2001,60561700,Services to Buildings and Dwellings,N,28400
8962,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2001,December,12/01/2001,31336000,Transportation Equipment Manufacturing,N,66400
8963,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2001,December,12/01/2001,70713000,"Amusement, Gambling, and Recreation",N,30200
8964,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2001,December,12/01/2001,90000000,Government,N,46800
8965,Metropolitan Area,Redding MSA,2001,December,12/01/2001,90910000,Federal Government,N,1200
8966,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2001,December,12/01/2001,55531000,Real Estate,N,9200
8967,Metropolitan Area,Salinas MSA,2001,December,12/01/2001,42445000,Food and Beverage Stores,N,3500
8968,Metropolitan Area,San Diego-Carlsbad MSA,2001,December,12/01/2001,20237000,Heavy and Civil Engineering Construction,N,8800
8969,Metropolitan Area,San Diego-Carlsbad MSA,2001,December,12/01/2001,42448000,Clothing and Clothing Accessories Stores,N,17100
8970,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2001,December,12/01/2001,50511000,Publishing Industries (except Internet),N,19600
8971,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2001,December,12/01/2001,70721000,Accommodation,N,2800
8972,Metropolitan Area,San Rafael MD,2001,December,12/01/2001,65000000,Educational and Health Services,N,14300
8973,Metropolitan Area,Santa Cruz-Watsonville MSA,2001,December,12/01/2001,43000000,"Transportation, Warehousing and Utilitie",N,1600
8974,County,Lassen County,1994,September,09/01/1994,90930000,Local Government,N,1710
8975,County,Los Angeles County,1994,September,09/01/1994,5000000,Total Private,N,3240100
8976,County,Mariposa County,1994,September,09/01/1994,42000000,Retail Trade,N,410
8977,County,Monterey County,1994,September,09/01/1994,70000000,Leisure and Hospitality,N,16900
8978,County,San Diego County,1994,September,09/01/1994,30000000,Manufacturing,N,106300
8979,County,San Diego County,1994,September,09/01/1994,43493000,Warehousing and Storage,N,5400
8980,County,San Joaquin County,1994,September,09/01/1994,15000000,"Natural Resources, Mining and Constructi",N,7100
8981,County,Santa Barbara County,1994,September,09/01/1994,0,Total Nonfarm,N,144200
8982,County,Santa Barbara County,1994,September,09/01/1994,80000000,Other Services,N,4800
8983,County,Sonoma County,1994,September,09/01/1994,90932000,Local Government Excluding Education,N,8600
8984,County,Ventura County,1994,September,09/01/1994,90919110,Department of Defense,N,8300
8985,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,September,09/01/1994,55000000,Financial Activities,N,232100
8986,Metropolitan Area,Oakland-Hayward-Berkeley MD,1994,September,09/01/1994,0,Total Nonfarm,Y,889400
8987,Metropolitan Area,Oakland-Hayward-Berkeley MD,1994,September,09/01/1994,31000000,Durable Goods,N,55900
8988,Metropolitan Area,Oakland-Hayward-Berkeley MD,1994,September,09/01/1994,60560000,Administrative and Support and Waste Ser,N,53400
8989,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,1994,September,09/01/1994,90921611,State Government Education,N,500
8990,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,1994,September,09/01/1994,7000000,Service Providing,N,195300
8991,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,1994,September,09/01/1994,90932994,Special Districts plus Indian Tribes,N,1600
8992,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,1994,September,09/01/1994,55000000,Financial Activities,N,42600
8993,Metropolitan Area,San Diego-Carlsbad MSA,1994,September,09/01/1994,60561700,Services to Buildings and Dwellings,N,13000
8994,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1994,September,09/01/1994,42446000,Health and Personal Care Stores,N,4700
8995,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1994,September,09/01/1994,43220000,Utilities,N,9000
8996,Metropolitan Area,Santa Maria-Santa Barbara MSA,1994,September,09/01/1994,42448000,Clothing and Clothing Accessories Stores,N,2400
8997,Metropolitan Area,Santa Rosa MSA,1994,September,09/01/1994,0,Total Nonfarm,N,150500
8998,Metropolitan Area,Vallejo-Fairfield MSA,1994,September,09/01/1994,70000000,Leisure and Hospitality,N,10400
8999,State,California,1994,September,09/01/1994,42453200,"Office Supplies, Stationery & Gift Store",N,45500
9000,State,California,1994,September,09/01/1994,43493000,Warehousing and Storage,N,58800
9001,State,California,1994,September,09/01/1994,65623900,Other Residential Care Facilities,N,12300
9002,State,California,1994,September,09/01/1994,55000000,Financial Activities,Y,756100
9003,County,Alameda County,1994,October,10/01/1994,7000000,Service Providing,N,500700
9004,County,Amador County,1994,October,10/01/1994,80000000,Other Services,N,140
9005,County,Butte County,1994,October,10/01/1994,80000000,Other Services,N,2900
9006,County,Colusa County,1994,October,10/01/1994,11000000,Total Farm,N,2550
9007,County,Inyo County,1994,October,10/01/1994,20000000,Construction,N,180
9008,County,Lassen County,1994,October,10/01/1994,41000000,Wholesale Trade,N,150
9009,County,Los Angeles County,1994,October,10/01/1994,55524100,Insurance Carriers,N,30100
9010,County,Mendocino County,1994,October,10/01/1994,10000000,Mining and Logging,N,680
9011,County,Modoc County,1994,October,10/01/1994,40000000,"Trade, Transportation and Utilities",N,440
9012,County,Orange County,1994,October,10/01/1994,0,Total Nonfarm,N,1143600
9013,County,Orange County,1994,October,10/01/1994,65624000,Social Assistance,N,9500
9014,County,Riverside County,1994,October,10/01/1994,60540000,"Professional, Scientific and Technical S",N,8200
9015,County,San Bernardino County,1994,October,10/01/1994,43000000,"Transportation, Warehousing and Utilitie",N,27300
9016,County,San Mateo County,1994,October,10/01/1994,11000000,Total Farm,N,3000
9017,County,Santa Clara County,1994,October,10/01/1994,60540000,"Professional, Scientific and Technical S",N,70600
9018,County,Solano County,1994,October,10/01/1994,41000000,Wholesale Trade,N,1700
9019,County,Trinity County,1994,October,10/01/1994,1000000,Total Wage and Salary,N,3340
9020,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,October,10/01/1994,42452000,General Merchandise Stores,N,58500
9021,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,October,10/01/1994,55531200,Offices of Real Estate Agents and Broker,N,9700
9022,Metropolitan Area,Madera MSA,1994,October,10/01/1994,90939022,City,N,300
9023,Metropolitan Area,Merced MSA,1994,October,10/01/1994,43000000,"Transportation, Warehousing and Utilitie",N,2300
9024,Metropolitan Area,Oakland-Hayward-Berkeley MD,1994,October,10/01/1994,60550000,Management of Companies and Enterprises,N,23500
9025,Metropolitan Area,Oakland-Hayward-Berkeley MD,1994,October,10/01/1994,90919110,Department of Defense,N,10100
9026,Metropolitan Area,Oakland-Hayward-Berkeley MD,1994,October,10/01/1994,6000000,Goods Producing,N,141600
9027,Metropolitan Area,Redding MSA,1994,October,10/01/1994,0,Total Nonfarm,N,53600
9028,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,1994,October,10/01/1994,80811000,Repair and Maintenance,N,6600
9029,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1994,October,10/01/1994,60541300,"Architectural, Engineering and Related S",N,12700
9030,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,1994,October,10/01/1994,40000000,"Trade, Transportation and Utilities",N,14600
9031,Metropolitan Area,San Rafael MD,1994,October,10/01/1994,90930000,Local Government,N,10400
9032,Metropolitan Area,Santa Cruz-Watsonville MSA,1994,October,10/01/1994,55530000,Real Estate and Rental and Leasing,N,1600
9033,Metropolitan Area,Santa Cruz-Watsonville MSA,1994,October,10/01/1994,55520000,Finance and Insurance,N,1800
9034,Metropolitan Area,Santa Maria-Santa Barbara MSA,1994,October,10/01/1994,70710000,"Arts, Entertainment, and Recreation",N,2300
9035,State,California,1994,October,10/01/1994,65622100,General Medical & Surgical Hosp.s,N,280200
9036,State,California,1994,October,10/01/1994,42453900,Other Miscellaneous Store Retailers,N,25100
9037,State,California,1994,October,10/01/1994,65610000,Educational Services,N,183800
9038,State,California,1994,October,10/01/1994,20236100,Residential Building Construction,N,67200
9039,County,Calaveras County,1994,November,11/01/1994,70000000,Leisure and Hospitality,N,830
9040,County,Colusa County,1994,November,11/01/1994,43000000,"Transportation, Warehousing and Utilitie",N,260
9041,County,Fresno County,1994,November,11/01/1994,55520000,Finance and Insurance,N,9100
9042,County,Humboldt County,1994,November,11/01/1994,90922000,State Government Excluding Education,N,1100
9043,County,Inyo County,1994,November,11/01/1994,90940000,State and Local Government,N,2020
9044,County,Los Angeles County,1994,November,11/01/1994,43493000,Warehousing and Storage,N,18000
9045,County,Mariposa County,1994,November,11/01/1994,0,Total Nonfarm,N,4710
9046,County,Orange County,1994,November,11/01/1994,7000000,Service Providing,N,911400
9047,County,Orange County,1994,November,11/01/1994,50000000,Information,N,28900
9048,County,San Benito County,1994,November,11/01/1994,40000000,"Trade, Transportation and Utilities",N,1700
9049,County,San Joaquin County,1994,November,11/01/1994,15000000,"Natural Resources, Mining and Constructi",N,6500
9050,County,Sierra County,1994,November,11/01/1994,5000000,Total Private,N,550
9051,County,Sonoma County,1994,November,11/01/1994,42452000,General Merchandise Stores,N,3000
9052,County,Yolo County,1994,November,11/01/1994,32000000,Nondurable Goods,N,3900
9053,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,1994,November,11/01/1994,55530000,Real Estate and Rental and Leasing,N,28200
9054,Metropolitan Area,Bakersfield MSA,1994,November,11/01/1994,5000000,Total Private,N,126800
9055,Metropolitan Area,Chico MSA,1994,November,11/01/1994,90940000,State and Local Government,N,13000
9056,Metropolitan Area,Fresno MSA,1994,November,11/01/1994,6000000,Goods Producing,N,36500
9057,Metropolitan Area,Fresno MSA,1994,November,11/01/1994,65624000,Social Assistance,N,5500
9058,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,November,11/01/1994,41424000,"Merchant Wholesalers, Nondurable Goods",N,74300
9059,Metropolitan Area,Madera MSA,1994,November,11/01/1994,55000000,Financial Activities,N,500
9060,Metropolitan Area,Modesto MSA,1994,November,11/01/1994,90940000,State and Local Government,N,21900
9061,Metropolitan Area,Napa MSA,1994,November,11/01/1994,32312000,Beverage and Tobacco Product Mfg,N,4500
9062,Metropolitan Area,Oakland-Hayward-Berkeley MD,1994,November,11/01/1994,20237000,Heavy and Civil Engineering Construction,N,6100
9063,Metropolitan Area,Oakland-Hayward-Berkeley MD,1994,November,11/01/1994,60561300,Employment Services,N,20200
9064,Metropolitan Area,San Diego-Carlsbad MSA,1994,November,11/01/1994,90921611,State Government Education,N,19700
9065,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,1994,November,11/01/1994,42444000,Building Material and Garden Equipment S,N,4700
9066,Metropolitan Area,Santa Rosa MSA,1994,November,11/01/1994,60560000,Administrative and Support and Waste Ser,N,6300
9067,Metropolitan Area,Visalia-Porterville MSA,1994,November,11/01/1994,1000000,Total Wage and Salary,N,117500
9068,State,California,1994,November,11/01/1994,31334500,Electronic Instrument Manufacturing,N,125700
9069,State,California,1994,November,11/01/1994,31336400,Aerospace Product and Parts Manufacturin,N,111800
9070,State,California,1994,November,11/01/1994,60000000,Professional and Business Services,N,1615700
9071,State,California,1994,November,11/01/1994,43484100,General Freight Trucking,N,61100
9072,State,California,1994,November,11/01/1994,65000000,Educational and Health Services,Y,1284900
9073,State,California,1994,November,11/01/1994,41423400,Professional and Commercial Equipment Me,N,75700
9074,County,Alameda County,1994,December,12/01/1994,55530000,Real Estate and Rental and Leasing,N,9700
9075,County,Calaveras County,1994,December,12/01/1994,80000000,Other Services,N,200
9076,County,Contra Costa County,1994,December,12/01/1994,90930000,Local Government,N,37700
9077,County,Imperial County,1994,December,12/01/1994,6000000,Goods Producing,N,3000
9078,County,Lake County,1994,December,12/01/1994,70000000,Leisure and Hospitality,N,1320
9079,County,Mariposa County,1994,December,12/01/1994,70000000,Leisure and Hospitality,N,1670
9080,County,Mendocino County,1994,December,12/01/1994,6000000,Goods Producing,N,5400
9081,County,Napa County,1994,December,12/01/1994,90000000,Government,N,8100
9082,County,Orange County,1994,December,12/01/1994,70722500,Restaurants,N,71900
9083,County,San Mateo County,1994,December,12/01/1994,42000000,Retail Trade,N,36100
9084,County,San Mateo County,1994,December,12/01/1994,65610000,Educational Services,N,3100
9085,County,Santa Barbara County,1994,December,12/01/1994,60540000,"Professional, Scientific and Technical S",N,6700
9086,County,Santa Cruz County,1994,December,12/01/1994,41000000,Wholesale Trade,N,3100
9087,County,Santa Cruz County,1994,December,12/01/1994,55000000,Financial Activities,N,3400
9088,County,Tehama County,1994,December,12/01/1994,90940000,State and Local Government,N,2570
9089,County,Yuba County,1994,December,12/01/1994,11000000,Total Farm,N,1700
9090,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,1994,December,12/01/1994,7000000,Service Providing,N,920900
9091,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,December,12/01/1994,20238000,Specialty Trade Contractors,N,69000
9092,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,December,12/01/1994,55531100,Lessors of Real Estate,N,21900
9093,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,December,12/01/1994,32311800,Bakeries and Tortilla Manufacturing,N,17500
9094,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,December,12/01/1994,50511000,Publishing Industries (except Internet),N,22500
9095,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,December,12/01/1994,50511100,"Newspaper, Periodical, Book and Director",N,19100
9096,Metropolitan Area,Madera MSA,1994,December,12/01/1994,90932994,Special Districts plus Indian Tribes,N,200
9097,Metropolitan Area,Redding MSA,1994,December,12/01/1994,90000000,Government,N,10100
9098,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,1994,December,12/01/1994,90912991,Federal Government excluding Department of Defense,N,12500
9099,Metropolitan Area,San Diego-Carlsbad MSA,1994,December,12/01/1994,90922000,State Government Excluding Education,N,11400
9100,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1994,December,12/01/1994,70710000,"Arts, Entertainment, and Recreation",N,12200
9101,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,1994,December,12/01/1994,43400089,Transportation and Warehousing,N,13000
9102,Metropolitan Area,San Rafael MD,1994,December,12/01/1994,90939022,City,N,1500
9103,Metropolitan Area,Yuba City MSA,1994,December,12/01/1994,90910000,Federal Government,N,1400
9104,State,California,1994,December,12/01/1994,41423100,Motor Vehicle and Motor Vehicle Parts Me,N,34600
9105,State,California,1994,December,12/01/1994,32000000,Nondurable Goods,N,629000
9106,County,Glenn County,1995,January,01/01/1995,30000000,Manufacturing,N,1010
9107,County,Imperial County,1995,January,01/01/1995,40000000,"Trade, Transportation and Utilities",N,8500
9108,County,Los Angeles County,1995,January,01/01/1995,55522200,Nondepository Credit Intermediation,N,13300
9109,County,Mariposa County,1995,January,01/01/1995,60000000,Professional and Business Services,N,210
9110,County,Napa County,1995,January,01/01/1995,90940000,State and Local Government,N,7700
9111,County,Placer County,1995,January,01/01/1995,7000000,Service Providing,N,62500
9112,County,Sacramento County,1995,January,01/01/1995,43000000,"Transportation, Warehousing and Utilitie",N,10800
9113,County,San Benito County,1995,January,01/01/1995,60550000,Management of Companies and Enterprises,N,0
9114,County,San Luis Obispo County,1995,January,01/01/1995,65000000,Educational and Health Services,N,8700
9115,County,Santa Barbara County,1995,January,01/01/1995,11000000,Total Farm,N,10200
9116,County,Shasta County,1995,January,01/01/1995,11000000,Total Farm,N,1000
9117,County,Sierra County,1995,January,01/01/1995,6000000,Goods Producing,N,200
9118,County,Tehama County,1995,January,01/01/1995,90930000,Local Government,N,2310
9119,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,1995,January,01/01/1995,60540000,"Professional, Scientific and Technical S",N,71200
9120,Metropolitan Area,Chico MSA,1995,January,01/01/1995,90920000,State Government,N,3100
9121,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1995,January,01/01/1995,90910000,Federal Government,N,63800
9122,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1995,January,01/01/1995,65624400,Child Day Care Services,N,12400
9123,Metropolitan Area,Madera MSA,1995,January,01/01/1995,65000000,Educational and Health Services,N,3000
9124,Metropolitan Area,Modesto MSA,1995,January,01/01/1995,11000000,Total Farm,N,8700
9125,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,1995,January,01/01/1995,90000000,Government,N,163300
9126,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1995,January,01/01/1995,15000000,"Natural Resources, Mining and Constructi",N,22100
9127,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,1995,January,01/01/1995,6000000,Goods Producing,N,242600
9128,Metropolitan Area,Visalia-Porterville MSA,1995,January,01/01/1995,70722000,Food Services and Drinking Places,N,5600
9129,State,California,1995,January,01/01/1995,20238900,Other Specialty Trade Contract,N,32600
9130,State,California,1995,January,01/01/1995,55523100,Securities & Commodity Contracts,N,32600
9131,State,California,1995,January,01/01/1995,41423400,Professional and Commercial Equipment Me,N,75800
9132,County,Humboldt County,1995,February,02/01/1995,0,Total Nonfarm,N,44900
9133,County,Humboldt County,1995,February,02/01/1995,40000000,"Trade, Transportation and Utilities",N,8800
9134,County,Humboldt County,1995,February,02/01/1995,90921611,State Government Education,N,1700
9135,County,Imperial County,1995,February,02/01/1995,11000000,Total Farm,N,18100
9136,County,Imperial County,1995,February,02/01/1995,0,Total Nonfarm,N,35300
9137,County,Kern County,1995,February,02/01/1995,90931611,Local Government Education,N,19000
9138,County,Kern County,1995,February,02/01/1995,41000000,Wholesale Trade,N,5500
9139,County,Los Angeles County,1995,February,02/01/1995,55524200,"Agencies, Brokerages, and Other Insuranc",N,25200
9140,County,Los Angeles County,1995,February,02/01/1995,0,Total Nonfarm,N,3781600
9141,County,Monterey County,1995,February,02/01/1995,65000000,Educational and Health Services,N,9800
9142,County,Orange County,1995,February,02/01/1995,70721000,Accommodation,N,17700
9143,County,San Bernardino County,1995,February,02/01/1995,90910000,Federal Government,N,12300
9144,County,San Diego County,1995,February,02/01/1995,15000000,"Natural Resources, Mining and Constructi",N,42200
9145,County,San Francisco County,1995,February,02/01/1995,0,Total Nonfarm,N,517500
9146,County,San Joaquin County,1995,February,02/01/1995,60000000,Professional and Business Services,N,11300
9147,County,Santa Cruz County,1995,February,02/01/1995,7000000,Service Providing,N,71800
9148,County,Trinity County,1995,February,02/01/1995,1000000,Total Wage and Salary,N,2890
9149,County,Tulare County,1995,February,02/01/1995,40000000,"Trade, Transportation and Utilities",N,19500
9150,County,Ventura County,1995,February,02/01/1995,32000000,Nondurable Goods,N,7300
9151,County,Yuba County,1995,February,02/01/1995,80000000,Other Services,N,200
9152,Metropolitan Area,Modesto MSA,1995,February,02/01/1995,41000000,Wholesale Trade,N,3900
9153,Metropolitan Area,Oakland-Hayward-Berkeley MD,1995,February,02/01/1995,90922000,State Government Excluding Education,N,20100
9154,Metropolitan Area,Redding MSA,1995,February,02/01/1995,90920000,State Government,N,1300
9155,Metropolitan Area,Redding MSA,1995,February,02/01/1995,70000000,Leisure and Hospitality,N,5800
9156,Metropolitan Area,San Diego-Carlsbad MSA,1995,February,02/01/1995,42452000,General Merchandise Stores,N,18900
9157,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1995,February,02/01/1995,60561600,Investigation and Security Services,N,5400
9158,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1995,February,02/01/1995,70722590,Limited-Service Eating Places,N,19300
9159,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1995,February,02/01/1995,90930000,Local Government,N,61400
9160,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1995,February,02/01/1995,55524000,Insurance Carriers and Related,N,19000
9161,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,1995,February,02/01/1995,90922000,State Government Excluding Education,N,4200
9162,Metropolitan Area,Santa Cruz-Watsonville MSA,1995,February,02/01/1995,32000000,Nondurable Goods,N,4500
9163,Metropolitan Area,Santa Cruz-Watsonville MSA,1995,February,02/01/1995,55530000,Real Estate and Rental and Leasing,N,1500
9164,Metropolitan Area,Stockton-Lodi MSA,1995,February,02/01/1995,70710000,"Arts, Entertainment, and Recreation",N,1700
9165,Metropolitan Area,Vallejo-Fairfield MSA,1995,February,02/01/1995,90910000,Federal Government,N,8200
9166,Metropolitan Area,Visalia-Porterville MSA,1995,February,02/01/1995,43000000,"Transportation, Warehousing and Utilitie",N,3500
9167,Metropolitan Area,Visalia-Porterville MSA,1995,February,02/01/1995,32311000,Food Manufacturing,N,4600
9168,State,California,1995,February,02/01/1995,50518000,"Data Processing, Hosting & Related Services",N,11400
9169,State,California,1995,February,02/01/1995,55532300,General Rental Centers,N,6400
9170,State,California,1995,February,02/01/1995,20236100,Residential Building Construction,N,64100
9171,County,Contra Costa County,1995,March,03/01/1995,65000000,Educational and Health Services,N,34500
9172,County,Kern County,1995,March,03/01/1995,70722000,Food Services and Drinking Places,N,11500
9173,County,Lassen County,1995,March,03/01/1995,60000000,Professional and Business Services,N,280
9174,County,Nevada County,1995,March,03/01/1995,55000000,Financial Activities,N,1440
9175,County,Orange County,1995,March,03/01/1995,40000000,"Trade, Transportation and Utilities",N,225300
9176,County,Placer County,1995,March,03/01/1995,41000000,Wholesale Trade,N,1800
9177,County,San Bernardino County,1995,March,03/01/1995,90930000,Local Government,N,73300
9178,County,Santa Cruz County,1995,March,03/01/1995,30000000,Manufacturing,N,10000
9179,County,Solano County,1995,March,03/01/1995,41000000,Wholesale Trade,N,1900
9180,County,Solano County,1995,March,03/01/1995,90930000,Local Government,N,14400
9181,County,Solano County,1995,March,03/01/1995,70000000,Leisure and Hospitality,N,10700
9182,County,Tulare County,1995,March,03/01/1995,90930000,Local Government,N,20300
9183,County,Ventura County,1995,March,03/01/1995,0,Total Nonfarm,Y,239200
9184,County,Ventura County,1995,March,03/01/1995,31000000,Durable Goods,N,22300
9185,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,1995,March,03/01/1995,70722000,Food Services and Drinking Places,N,75900
9186,Metropolitan Area,Fresno MSA,1995,March,03/01/1995,70000000,Leisure and Hospitality,N,19600
9187,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1995,March,03/01/1995,8000000,Private Service Providing,N,2501900
9188,Metropolitan Area,Napa MSA,1995,March,03/01/1995,90939012,County,N,1200
9189,Metropolitan Area,Oakland-Hayward-Berkeley MD,1995,March,03/01/1995,7000000,Service Providing,N,758800
9190,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,1995,March,03/01/1995,65620000,Health Care and Social Assistance,N,80600
9191,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,1995,March,03/01/1995,41000000,Wholesale Trade,N,21000
9192,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,1995,March,03/01/1995,90919110,Department of Defense,N,11000
9193,Metropolitan Area,Salinas MSA,1995,March,03/01/1995,60000000,Professional and Business Services,N,8800
9194,Metropolitan Area,San Diego-Carlsbad MSA,1995,March,03/01/1995,60561000,Administrative and Support Services,N,53300
9195,Metropolitan Area,San Rafael MD,1995,March,03/01/1995,1000000,Total Wage and Salary,N,92200
9196,Metropolitan Area,Stockton-Lodi MSA,1995,March,03/01/1995,90940000,State and Local Government,N,30000
9197,Metropolitan Area,Vallejo-Fairfield MSA,1995,March,03/01/1995,1000000,Total Wage and Salary,N,98600
9198,Metropolitan Area,Visalia-Porterville MSA,1995,March,03/01/1995,90940000,State and Local Government,N,22200
9199,State,California,1995,March,03/01/1995,90000000,Government,N,2137600
9200,State,California,1995,March,03/01/1995,10211000,Oil & Gas Extraction,N,3000
9201,State,California,1995,March,03/01/1995,60561000,Administrative and Support Services,N,671700
9202,State,California,1995,March,03/01/1995,42445300,"Beer, Wine, & Liquor Stores",N,13100
9203,County,Contra Costa County,1995,April,04/01/1995,7000000,Service Providing,N,249200
9204,County,Inyo County,1995,April,04/01/1995,30000000,Manufacturing,N,260
9205,County,Los Angeles County,1995,April,04/01/1995,50515000,Broadcasting (except Internet),N,15200
9206,County,Los Angeles County,1995,April,04/01/1995,65621000,Ambulatory Health Care Services,N,125300
9207,County,Madera County,1995,April,04/01/1995,55000000,Financial Activities,N,600
9208,County,Mono County,1995,April,04/01/1995,30000000,Manufacturing,N,50
9209,County,Orange County,1995,April,04/01/1995,65000000,Educational and Health Services,N,99400
9210,County,Sacramento County,1995,April,04/01/1995,90920000,State Government,N,76900
9211,County,San Diego County,1995,April,04/01/1995,20238100,Building Foundation and Exterior Contrac,N,6000
9212,County,San Joaquin County,1995,April,04/01/1995,90931611,Local Government Education,N,14200
9213,County,Santa Clara County,1995,April,04/01/1995,65620000,Health Care and Social Assistance,N,56600
9214,County,Shasta County,1995,April,04/01/1995,41000000,Wholesale Trade,N,1600
9215,County,Solano County,1995,April,04/01/1995,5000000,Total Private,N,71000
9216,County,Sonoma County,1995,April,04/01/1995,90932994,Special Districts plus Indian Tribes,N,1600
9217,County,Ventura County,1995,April,04/01/1995,40000000,"Trade, Transportation and Utilities",N,42800
9218,County,Ventura County,1995,April,04/01/1995,80000000,Other Services,N,8500
9219,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1995,April,04/01/1995,32323000,Printing and Related Support Activities,N,31000
9220,Metropolitan Area,Modesto MSA,1995,April,04/01/1995,90921611,State Government Education,N,1100
9221,Metropolitan Area,Napa MSA,1995,April,04/01/1995,11000000,Total Farm,N,3300
9222,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,1995,April,04/01/1995,90000000,Government,N,44800
9223,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,1995,April,04/01/1995,42000000,Retail Trade,N,73800
9224,Metropolitan Area,San Diego-Carlsbad MSA,1995,April,04/01/1995,40000000,"Trade, Transportation and Utilities",N,173200
9225,Metropolitan Area,San Diego-Carlsbad MSA,1995,April,04/01/1995,65620000,Health Care and Social Assistance,N,88100
9226,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1995,April,04/01/1995,50000000,Information,N,30300
9227,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,1995,April,04/01/1995,43400089,Transportation and Warehousing,N,12800
9228,Metropolitan Area,San Rafael MD,1995,April,04/01/1995,42000000,Retail Trade,N,13800
9229,Metropolitan Area,Stockton-Lodi MSA,1995,April,04/01/1995,10000000,Mining and Logging,N,100
9230,Metropolitan Area,Stockton-Lodi MSA,1995,April,04/01/1995,90932000,Local Government Excluding Education,N,11000
9231,Metropolitan Area,Stockton-Lodi MSA,1995,April,04/01/1995,42452200,Department Stores,N,2800
9232,Metropolitan Area,Visalia-Porterville MSA,1995,April,04/01/1995,32000000,Nondurable Goods,N,7600
9233,State,California,1995,April,04/01/1995,55522300,Activities Related to Credit Intermediat,N,16100
9234,State,California,1995,April,04/01/1995,43488500,Freight transp. Arrangement,N,21200
9235,County,Contra Costa County,1995,May,05/01/1995,60540000,"Professional, Scientific and Technical S",N,17000
9236,County,Del Norte County,1995,May,05/01/1995,90940000,State and Local Government,N,2680
9237,County,Del Norte County,1995,May,05/01/1995,90000000,Government,N,2860
9238,County,Del Norte County,1995,May,05/01/1995,15000000,"Natural Resources, Mining and Constructi",N,290
9239,County,Fresno County,1995,May,05/01/1995,43000000,"Transportation, Warehousing and Utilitie",N,9500
9240,County,Kern County,1995,May,05/01/1995,55530000,Real Estate and Rental and Leasing,N,1500
9241,County,Lassen County,1995,May,05/01/1995,0,Total Nonfarm,N,8510
9242,County,Los Angeles County,1995,May,05/01/1995,32313000,ResidualTextile Mills,N,11600
9243,County,Los Angeles County,1995,May,05/01/1995,90939022,City,N,84000
9244,County,Madera County,1995,May,05/01/1995,41000000,Wholesale Trade,N,800
